dataset,norm_mode,algorithm,run,seed,gamma,acc,nmi,ari,runtime_s
image+segmentation,False,kmeans,5,46,,52.9524,49.6919,32.4769,0.0657
image+segmentation,False,diskmeans,1,42,100.0,67.1429,68.3064,57.0116,0.2290
image+segmentation,False,diskmeans,2,43,100.0,74.0000,69.1794,60.2755,0.2272
image+segmentation,False,diskmeans,3,44,100.0,62.8571,67.5014,54.2077,0.2220
image+segmentation,False,diskmeans,4,45,100.0,68.2857,71.0090,59.4998,0.1570
image+segmentation,False,diskmeans,5,46,100.0,62.7143,65.5634,51.9792,0.2484
image+segmentation,False,fdkm,1,42,10000.0,74.7619,67.9137,59.0431,0.3091
image+segmentation,False,fdkm,2,43,10000.0,74.7619,67.9137,59.0431,0.2561
image+segmentation,False,fdkm,3,44,10000.0,74.9524,68.2435,59.3946,0.5161
image+segmentation,False,fdkm,4,45,10000.0,74.7619,67.9137,59.0431,0.2429
image+segmentation,False,fdkm,5,46,10000.0,71.5238,65.8825,56.0559,0.1950
image+segmentation,False,ifdkm,1,42,1.0,72.0952,66.4729,56.3606,0.2760
image+segmentation,False,ifdkm,2,43,1.0,75.4762,70.7192,62.5065,0.6422
image+segmentation,False,ifdkm,3,44,1.0,71.9524,71.5183,60.9658,0.2359
image+segmentation,False,ifdkm,4,45,1.0,68.9048,63.3152,52.3041,0.3039
image+segmentation,False,ifdkm,5,46,1.0,75.4762,71.3808,62.9273,0.2910
image+segmentation,False,ifdfd,1,42,10000.0,60.3810,60.3061,45.1465,0.4057
image+segmentation,False,ifdfd,2,43,10000.0,73.1429,67.0622,58.1326,0.4621
image+segmentation,False,ifdfd,3,44,10000.0,74.1429,67.3705,58.8326,0.5422
image+segmentation,False,ifdfd,4,45,10000.0,74.7619,67.9137,59.0431,0.5592
image+segmentation,False,ifdfd,5,46,10000.0,59.2381,58.9748,43.6893,0.3111
coil-100,center,kmeans,1,42,,61.5417,83.0532,55.9918,1.5660
coil-100,center,kmeans,2,43,,64.3750,83.9551,58.7288,1.5497
coil-100,center,kmeans,3,44,,61.7917,83.1579,56.0060,0.7436
coil-100,center,kmeans,4,45,,60.7639,83.3780,55.9182,1.1621
coil-100,center,kmeans,5,46,,60.8889,82.7212,55.5846,1.2469
coil-100,center,diskmeans,1,42,100000000.0,57.4167,81.4815,52.7111,4.4510
coil-100,center,diskmeans,2,43,100000000.0,59.3750,81.0863,52.9119,6.5631
coil-100,center,diskmeans,3,44,100000000.0,55.2917,81.0083,50.7706,8.9189
coil-100,center,diskmeans,4,45,100000000.0,56.7917,80.3246,49.3615,7.1881
coil-100,center,diskmeans,5,46,100000000.0,58.3472,81.1772,54.0634,3.8661
coil-100,center,fdkm,1,42,100000000.0,59.5000,82.7296,54.0479,6.9719
coil-100,center,fdkm,2,43,100000000.0,60.5694,83.5496,56.5262,5.3115
coil-100,center,fdkm,3,44,100000000.0,60.3194,82.9505,55.8212,7.7634
coil-100,center,fdkm,4,45,100000000.0,62.0972,82.8284,57.1706,7.4587
coil-100,center,fdkm,5,46,100000000.0,61.2500,83.2264,56.0179,7.3886
coil-100,center,ifdkm,1,42,100000000.0,56.1667,80.3768,50.1591,8.2283
coil-100,center,ifdkm,2,43,100000000.0,57.3194,80.6495,50.8411,7.4038
coil-100,center,ifdkm,3,44,100000000.0,56.5139,80.5677,50.3534,7.9165
coil-100,center,ifdkm,4,45,100000000.0,53.3472,79.4059,47.5991,7.5718
coil-100,center,ifdkm,5,46,100000000.0,58.8194,81.2833,52.9781,8.5803
coil-100,center,ifdfd,1,42,100000000.0,57.6111,81.5752,52.0434,17.2397
coil-100,center,ifdfd,2,43,100000000.0,57.5694,81.5088,52.0245,13.9183
coil-100,center,ifdfd,3,44,100000000.0,56.8472,81.2035,50.8739,12.0634
coil-100,center,ifdfd,4,45,100000000.0,54.2500,80.3500,49.7120,19.4993
coil-100,center,ifdfd,5,46,100000000.0,59.4306,81.7580,53.3599,13.4085
coil-100,standardize,kmeans,1,42,,54.2778,81.0785,49.8481,1.3697
coil-100,standardize,kmeans,2,43,,57.7917,81.5898,51.2177,1.4232
coil-100,standardize,kmeans,3,44,,57.8750,82.1926,52.2077,0.9672
coil-100,standardize,kmeans,4,45,,56.7639,80.7812,49.4436,1.3930
coil-100,standardize,kmeans,5,46,,59.3472,82.0302,52.6164,1.6808
coil-100,standardize,diskmeans,1,42,1000000.0,53.1528,81.0659,51.3274,6.4060
coil-100,standardize,diskmeans,2,43,1000000.0,55.0556,80.8477,48.4592,7.0399
coil-100,standardize,diskmeans,3,44,1000000.0,53.5972,81.4889,51.0890,6.8863
coil-100,standardize,diskmeans,4,45,1000000.0,50.0278,79.2391,44.5338,3.5544
coil-100,standardize,diskmeans,5,46,1000000.0,56.6111,81.4331,51.1231,3.2402
coil-100,standardize,fdkm,1,42,10000.0,56.8472,81.3158,51.6236,7.8405
coil-100,standardize,fdkm,2,43,10000.0,55.2500,80.2551,48.1447,6.5330
coil-100,standardize,fdkm,3,44,10000.0,56.7361,81.3344,51.8748,7.7237
coil-100,standardize,fdkm,4,45,10000.0,56.4444,81.0750,50.8501,7.4371
coil-100,standardize,fdkm,5,46,10000.0,55.9028,80.6689,51.1205,5.7321
coil-100,standardize,ifdkm,1,42,1000000.0,59.8056,81.8076,52.6583,7.2490
coil-100,standardize,ifdkm,2,43,1000000.0,58.2361,81.8963,53.9639,8.8652
coil-100,standardize,ifdkm,3,44,1000000.0,55.5556,80.5573,47.6185,8.4253
coil-100,standardize,ifdkm,4,45,1000000.0,58.0417,81.2971,52.1863,7.5100
coil-100,standardize,ifdkm,5,46,1000000.0,59.4722,81.7643,53.3832,7.9335
coil-100,standardize,ifdfd,1,42,1000000.0,61.7778,82.3165,53.7040,14.8312
coil-100,standardize,ifdfd,2,43,1000000.0,60.5972,82.5175,55.1194,12.5640
coil-100,standardize,ifdfd,3,44,1000000.0,56.1667,81.0195,48.3603,11.2221
coil-100,standardize,ifdfd,4,45,1000000.0,57.7083,81.6170,52.6448,12.7367
coil-100,standardize,ifdfd,5,46,1000000.0,59.6806,82.2015,53.8477,14.0329
coil-100,pca_whiten,kmeans,1,42,,4.5972,8.0274,0.1632,0.6939
coil-100,pca_whiten,kmeans,2,43,,4.5417,7.0459,0.1419,1.2109
coil-100,pca_whiten,kmeans,3,44,,3.6389,7.6466,0.0787,1.4239
coil-100,pca_whiten,kmeans,4,45,,3.8333,7.0296,0.0809,0.9250
coil-100,pca_whiten,kmeans,5,46,,4.7222,8.4538,0.1180,0.6935
coil-100,pca_whiten,diskmeans,1,42,1e-08,9.9028,22.2514,4.1300,5.6006
coil-100,pca_whiten,diskmeans,2,43,1e-08,9.7917,22.1894,4.1544,4.6920
coil-100,pca_whiten,diskmeans,3,44,1e-08,10.0972,21.9260,4.4258,3.7581
coil-100,pca_whiten,diskmeans,4,45,1e-08,9.7083,22.0698,4.2302,3.2735
coil-100,pca_whiten,diskmeans,5,46,1e-08,10.7917,22.3029,5.0133,4.3025
coil-100,pca_whiten,fdkm,1,42,10000.0,33.3889,58.6813,14.5401,13.6510
coil-100,pca_whiten,fdkm,2,43,10000.0,31.3472,57.7734,12.0234,8.0150
coil-100,pca_whiten,fdkm,3,44,10000.0,32.9167,58.8456,15.3667,11.5401
coil-100,pca_whiten,fdkm,4,45,10000.0,32.8194,58.3332,14.4902,14.6638
coil-100,pca_whiten,fdkm,5,46,10000.0,33.3472,57.8479,9.5029,16.7965
coil-100,pca_whiten,ifdkm,1,42,1e-08,10.7639,22.2597,4.8802,4.9768
coil-100,pca_whiten,ifdkm,2,43,1e-08,9.7361,22.3684,4.9794,4.7578
coil-100,pca_whiten,ifdkm,3,44,1e-08,8.7500,22.1768,4.6147,5.3838
coil-100,pca_whiten,ifdkm,4,45,1e-08,8.7778,22.2344,4.3418,4.0325
coil-100,pca_whiten,ifdkm,5,46,1e-08,8.8750,21.8883,4.1329,7.1760
coil-100,pca_whiten,ifdfd,1,42,1e-08,33.4167,57.8817,17.2922,23.3662
coil-100,pca_whiten,ifdfd,2,43,1e-08,33.0139,58.2983,18.1678,18.2821
coil-100,pca_whiten,ifdfd,3,44,1e-08,27.7500,53.8525,7.4187,20.2936
coil-100,pca_whiten,ifdfd,4,45,1e-08,30.8333,56.1763,11.9646,16.3868
coil-100,pca_whiten,ifdfd,5,46,1e-08,28.7917,54.9499,8.5392,14.9748
coil-100,l2_sample,kmeans,1,42,,60.7083,82.5548,55.3097,1.6345
coil-100,l2_sample,kmeans,2,43,,60.9722,82.6665,56.0167,1.7687
coil-100,l2_sample,kmeans,3,44,,61.6250,82.9526,57.2658,1.4442
coil-100,l2_sample,kmeans,4,45,,59.5972,81.9158,54.9731,1.6316
coil-100,l2_sample,kmeans,5,46,,58.1250,81.4224,53.3834,1.3802
coil-100,l2_sample,diskmeans,1,42,1.0,53.7778,77.7755,46.2471,5.2238
coil-100,l2_sample,diskmeans,2,43,1.0,54.7083,77.3815,45.0866,6.1600
coil-100,l2_sample,diskmeans,3,44,1.0,56.0417,78.7710,47.6985,8.7912
coil-100,l2_sample,diskmeans,4,45,1.0,57.2917,78.7826,48.5155,4.9654
coil-100,l2_sample,diskmeans,5,46,1.0,58.5278,79.5276,49.5908,8.5294
coil-100,l2_sample,fdkm,1,42,1.0,58.6944,81.1657,50.1775,6.0116
coil-100,l2_sample,fdkm,2,43,1.0,58.3194,81.2300,48.9344,7.0932
coil-100,l2_sample,fdkm,3,44,1.0,58.7917,81.2680,51.3299,9.3486
coil-100,l2_sample,fdkm,4,45,1.0,56.1528,80.6204,47.9263,9.9703
coil-100,l2_sample,fdkm,5,46,1.0,58.5556,81.4558,52.0931,6.7205
coil-100,l2_sample,ifdkm,1,42,100.0,60.0000,81.6014,53.9798,7.2341
coil-100,l2_sample,ifdkm,2,43,100.0,60.2639,82.5119,55.9311,6.2371
coil-100,l2_sample,ifdkm,3,44,100.0,58.3194,81.4729,54.2238,9.4269
coil-100,l2_sample,ifdkm,4,45,100.0,61.9167,82.1370,55.8015,8.7395
coil-100,l2_sample,ifdkm,5,46,100.0,60.7222,82.2317,55.9072,5.3670
coil-100,l2_sample,ifdfd,1,42,10000.0,63.1250,82.7593,58.8342,15.5226
coil-100,l2_sample,ifdfd,2,43,10000.0,62.2500,82.7806,57.4670,14.6945
coil-100,l2_sample,ifdfd,3,44,10000.0,62.2500,82.7226,57.0604,15.7978
coil-100,l2_sample,ifdfd,4,45,10000.0,61.6806,81.9690,56.9636,12.9406
coil-100,l2_sample,ifdfd,5,46,10000.0,61.9583,82.6699,57.5518,13.4192
coil-100,center_l2,kmeans,1,42,,65.1528,84.2379,59.3651,1.2832
coil-100,center_l2,kmeans,2,43,,61.1667,82.9127,56.3786,1.5303
coil-100,center_l2,kmeans,3,44,,61.1806,83.2608,56.9650,1.9008
coil-100,center_l2,kmeans,4,45,,60.1806,82.8336,55.5254,1.3050
coil-100,center_l2,kmeans,5,46,,60.6389,82.8731,56.4188,2.0308
coil-100,center_l2,diskmeans,1,42,100.0,58.1389,81.3991,51.8323,5.0274
coil-100,center_l2,diskmeans,2,43,100.0,57.3194,82.0959,53.5786,5.6504
coil-100,center_l2,diskmeans,3,44,100.0,56.5278,81.6792,52.9814,8.2294
coil-100,center_l2,diskmeans,4,45,100.0,61.2778,82.5987,53.9115,3.8000
coil-100,center_l2,diskmeans,5,46,100.0,55.6667,81.7541,52.4551,5.6126
coil-100,center_l2,fdkm,1,42,1.0,58.8750,81.3660,50.1906,14.7868
coil-100,center_l2,fdkm,2,43,1.0,57.0417,82.0811,50.3426,10.2769
coil-100,center_l2,fdkm,3,44,1.0,57.8472,81.4615,50.3998,6.6457
coil-100,center_l2,fdkm,4,45,1.0,59.6528,81.8688,48.8704,8.5308
coil-100,center_l2,fdkm,5,46,1.0,57.7083,81.7368,49.2379,7.0768
coil-100,center_l2,ifdkm,1,42,10000.0,60.3472,82.2074,54.7585,5.6538
coil-100,center_l2,ifdkm,2,43,10000.0,60.5139,81.7967,54.1267,9.0418
coil-100,center_l2,ifdkm,3,44,10000.0,60.0139,82.0609,53.6916,6.3546
coil-100,center_l2,ifdkm,4,45,10000.0,55.5972,80.9437,49.9270,8.2583
coil-100,center_l2,ifdkm,5,46,10000.0,60.5139,82.3860,54.1795,6.8822
coil-100,center_l2,ifdfd,1,42,10000.0,61.5139,82.9714,56.4307,11.3061
coil-100,center_l2,ifdfd,2,43,10000.0,61.4583,82.7907,56.0355,12.0689
coil-100,center_l2,ifdfd,3,44,10000.0,61.6667,83.1961,55.4594,12.3580
coil-100,center_l2,ifdfd,4,45,10000.0,61.4167,83.5299,56.4347,14.2971
coil-100,center_l2,ifdfd,5,46,10000.0,61.1111,82.9698,55.5475,11.3214
coil-100,frobenius,kmeans,1,42,,61.5417,83.0532,55.9918,1.8293
coil-100,frobenius,kmeans,2,43,,64.3750,83.9551,58.7288,1.3855
coil-100,frobenius,kmeans,3,44,,61.7917,83.1579,56.0060,1.3813
coil-100,frobenius,kmeans,4,45,,60.7639,83.3780,55.9182,1.2837
coil-100,frobenius,kmeans,5,46,,60.8889,82.7212,55.5846,1.4950
coil-100,frobenius,diskmeans,1,42,0.01,54.8750,81.1192,50.4745,5.0640
coil-100,frobenius,diskmeans,2,43,0.01,58.3889,81.8175,53.5907,4.6716
coil-100,frobenius,diskmeans,3,44,0.01,51.6806,81.0605,51.0424,4.2399
coil-100,frobenius,diskmeans,4,45,0.01,55.1111,81.8084,51.4947,5.8709
coil-100,frobenius,diskmeans,5,46,0.01,57.5972,81.4901,51.4274,4.8692
coil-100,frobenius,fdkm,1,42,0.0001,58.8056,82.3920,53.5201,10.2891
coil-100,frobenius,fdkm,2,43,0.0001,58.8194,82.0304,52.4602,10.5857
coil-100,frobenius,fdkm,3,44,0.0001,58.4444,81.9525,51.7162,7.0583
coil-100,frobenius,fdkm,4,45,0.0001,57.6528,81.6706,51.2485,8.6961
coil-100,frobenius,fdkm,5,46,0.0001,55.9167,80.6525,44.6207,8.6413
coil-100,frobenius,ifdkm,1,42,0.01,58.8472,82.2031,54.5855,6.4651
coil-100,frobenius,ifdkm,2,43,0.01,58.7639,81.8102,54.3806,5.2688
coil-100,frobenius,ifdkm,3,44,0.01,56.9583,81.4703,54.1831,5.9184
coil-100,frobenius,ifdkm,4,45,0.01,59.1944,81.9787,52.8645,6.3935
coil-100,frobenius,ifdkm,5,46,0.01,58.3750,82.3329,55.0665,5.6893
coil-100,frobenius,ifdfd,1,42,0.01,59.2778,83.0420,55.6514,11.3248
coil-100,frobenius,ifdfd,2,43,0.01,59.1250,82.4390,55.0419,12.3227
coil-100,frobenius,ifdfd,3,44,0.01,59.1806,82.0957,55.5450,13.4778
coil-100,frobenius,ifdfd,4,45,0.01,60.2778,82.6335,54.2498,12.2762
coil-100,frobenius,ifdfd,5,46,0.01,59.8889,82.8307,56.0463,12.3554
coil-100,robust,kmeans,1,42,,23.2500,60.7980,12.1435,1.8946
coil-100,robust,kmeans,2,43,,23.7083,60.0792,12.2393,0.7928
coil-100,robust,kmeans,3,44,,24.8194,58.6082,9.1966,1.1129
coil-100,robust,kmeans,4,45,,24.6528,59.9294,10.7816,1.4844
coil-100,robust,kmeans,5,46,,24.7917,60.1890,13.0694,0.7985
coil-100,robust,diskmeans,1,42,10000.0,42.9444,67.9521,27.3136,6.3154
coil-100,robust,diskmeans,2,43,10000.0,44.9306,69.2568,32.0083,8.4942
coil-100,robust,diskmeans,3,44,10000.0,40.8750,67.3675,31.4822,4.6472
coil-100,robust,diskmeans,4,45,10000.0,43.0139,67.8955,29.7213,5.0542
coil-100,robust,diskmeans,5,46,10000.0,44.2917,69.1952,32.3221,5.3656
coil-100,robust,fdkm,1,42,100.0,41.0833,67.0626,11.7902,8.0430
coil-100,robust,fdkm,2,43,100.0,40.0556,67.1892,12.4442,10.2435
coil-100,robust,fdkm,3,44,100.0,41.3611,67.7249,13.0566,14.5872
coil-100,robust,fdkm,4,45,100.0,43.6389,68.9812,13.2856,9.4709
coil-100,robust,fdkm,5,46,100.0,40.2083,68.1703,13.8401,7.7370
coil-100,robust,ifdkm,1,42,10000.0,41.5139,68.6544,28.0805,8.3482
coil-100,robust,ifdkm,2,43,10000.0,37.9861,66.3093,23.0940,7.2624
coil-100,robust,ifdkm,3,44,10000.0,34.2500,64.6582,21.4127,7.2229
coil-100,robust,ifdkm,4,45,10000.0,38.6250,66.7814,26.0198,7.4999
coil-100,robust,ifdkm,5,46,10000.0,37.0000,66.7402,26.4824,8.6988
coil-100,robust,ifdfd,1,42,10000.0,38.3750,68.1923,23.5392,17.0601
coil-100,robust,ifdfd,2,43,10000.0,38.5000,67.3825,23.1037,13.5791
coil-100,robust,ifdfd,3,44,10000.0,36.3194,67.2050,23.5135,18.9006
coil-100,robust,ifdfd,4,45,10000.0,34.4861,67.1092,20.8252,15.2938
coil-100,robust,ifdfd,5,46,10000.0,40.8056,69.9761,30.4546,18.6552
coil-100,minmax,kmeans,1,42,,63.5833,83.5740,57.3682,1.5626
coil-100,minmax,kmeans,2,43,,62.7500,83.5377,57.8811,1.4921
coil-100,minmax,kmeans,3,44,,62.3889,83.2797,55.6439,1.3500
coil-100,minmax,kmeans,4,45,,62.0972,83.7562,56.9526,1.3436
coil-100,minmax,kmeans,5,46,,62.2222,83.3253,56.0082,1.3524
coil-100,minmax,diskmeans,1,42,10000.0,58.2083,82.2944,53.7579,3.7106
coil-100,minmax,diskmeans,2,43,10000.0,57.5139,81.7061,53.4366,4.6715
coil-100,minmax,diskmeans,3,44,10000.0,55.3750,81.2440,52.0341,7.0596
coil-100,minmax,diskmeans,4,45,10000.0,58.9722,82.3982,53.4876,5.4046
coil-100,minmax,diskmeans,5,46,10000.0,58.0694,81.7990,54.0149,5.3103
coil-100,minmax,fdkm,1,42,10000.0,57.3333,83.2307,54.8087,5.3742
coil-100,minmax,fdkm,2,43,10000.0,57.5833,82.8825,53.8303,9.4179
coil-100,minmax,fdkm,3,44,10000.0,56.1944,82.8591,53.3859,7.4218
coil-100,minmax,fdkm,4,45,10000.0,55.2639,82.1311,53.2751,5.8806
coil-100,minmax,fdkm,5,46,10000.0,58.2361,82.7254,55.3213,8.5040
coil-100,minmax,ifdkm,1,42,10000.0,60.0278,81.7621,53.7774,11.8021
coil-100,minmax,ifdkm,2,43,10000.0,58.5833,82.4949,54.8965,8.9523
coil-100,minmax,ifdkm,3,44,10000.0,55.7778,80.8842,51.2020,8.3170
coil-100,minmax,ifdkm,4,45,10000.0,62.2778,83.0596,56.2465,9.7620
coil-100,minmax,ifdkm,5,46,10000.0,61.0694,82.8639,56.1264,7.9941
coil-100,minmax,ifdfd,1,42,1000000.0,59.3056,82.8141,54.3386,17.1900
coil-100,minmax,ifdfd,2,43,1000000.0,58.1389,83.2078,54.2338,12.9504
coil-100,minmax,ifdfd,3,44,1000000.0,60.2917,82.7773,55.5961,11.8670
coil-100,minmax,ifdfd,4,45,1000000.0,58.1250,83.1215,54.4281,15.7972
coil-100,minmax,ifdfd,5,46,1000000.0,57.3889,83.2209,54.4442,10.6739
coil-100,row_center,kmeans,1,42,,62.2361,83.6976,57.1081,1.7181
coil-100,row_center,kmeans,2,43,,60.1389,83.3542,55.7043,1.7648
coil-100,row_center,kmeans,3,44,,60.1667,82.9253,56.5666,1.6588
coil-100,row_center,kmeans,4,45,,59.9444,82.5614,54.7290,0.7804
coil-100,row_center,kmeans,5,46,,61.6806,82.8728,55.8728,1.7353
coil-100,row_center,diskmeans,1,42,100000000.0,51.2500,78.7140,45.5889,5.7233
coil-100,row_center,diskmeans,2,43,100000000.0,58.0278,79.9484,49.8307,4.5221
coil-100,row_center,diskmeans,3,44,100000000.0,53.9583,79.3985,47.5192,4.6274
coil-100,row_center,diskmeans,4,45,100000000.0,55.0972,79.8612,48.9037,4.8457
coil-100,row_center,diskmeans,5,46,100000000.0,56.3333,80.7720,51.9411,5.3431
coil-100,row_center,fdkm,1,42,100000000.0,58.3194,81.7915,54.2970,5.7102
coil-100,row_center,fdkm,2,43,100000000.0,60.7500,83.1171,55.9595,8.9303
coil-100,row_center,fdkm,3,44,100000000.0,58.4861,81.9510,52.7297,6.1280
coil-100,row_center,fdkm,4,45,100000000.0,58.3333,81.8168,53.2234,10.5472
coil-100,row_center,fdkm,5,46,100000000.0,59.8333,82.4074,55.4029,7.3512
coil-100,row_center,ifdkm,1,42,100000000.0,56.8056,80.5337,51.1059,9.2657
coil-100,row_center,ifdkm,2,43,100000000.0,58.2083,80.2197,50.4242,6.2638
coil-100,row_center,ifdkm,3,44,100000000.0,56.8333,80.5182,51.1593,8.7798
coil-100,row_center,ifdkm,4,45,100000000.0,54.6389,79.5913,48.1352,8.4442
coil-100,row_center,ifdkm,5,46,100000000.0,55.2639,79.9747,49.4097,5.7214
coil-100,row_center,ifdfd,1,42,100000000.0,55.9583,80.3102,49.0515,13.8315
coil-100,row_center,ifdfd,2,43,100000000.0,58.7361,81.2986,51.5128,14.1134
coil-100,row_center,ifdfd,3,44,100000000.0,57.9861,81.2440,52.1596,13.8062
coil-100,row_center,ifdfd,4,45,100000000.0,55.7639,80.0550,48.8994,13.2887
coil-100,row_center,ifdfd,5,46,100000000.0,56.0694,80.5866,50.6730,18.6639
coil-100,double_center,kmeans,1,42,,62.2361,83.6976,57.1081,1.8803
coil-100,double_center,kmeans,2,43,,60.1389,83.3542,55.7043,1.5090
coil-100,double_center,kmeans,3,44,,60.1667,82.9253,56.5666,1.7277
coil-100,double_center,kmeans,4,45,,59.9444,82.5614,54.7290,1.4159
coil-100,double_center,kmeans,5,46,,61.6806,82.8728,55.8728,1.3586
coil-100,double_center,diskmeans,1,42,100000000.0,55.7778,80.2621,49.7830,4.7586
coil-100,double_center,diskmeans,2,43,100000000.0,59.5000,81.0985,52.5486,7.0666
coil-100,double_center,diskmeans,3,44,100000000.0,57.3194,80.3232,50.8571,4.1003
coil-100,double_center,diskmeans,4,45,100000000.0,55.2083,80.1383,49.2701,5.7827
coil-100,double_center,diskmeans,5,46,100000000.0,54.4861,80.1690,49.3235,7.1227
coil-100,double_center,fdkm,1,42,100000000.0,59.0833,82.6800,55.2146,7.3751
coil-100,double_center,fdkm,2,43,100000000.0,59.3056,82.5226,55.1445,6.7231
coil-100,double_center,fdkm,3,44,100000000.0,61.4861,83.7972,57.6625,8.1392
coil-100,double_center,fdkm,4,45,100000000.0,59.6528,82.7881,56.1508,6.2669
coil-100,double_center,fdkm,5,46,100000000.0,60.9167,83.2043,55.4376,5.9670
coil-100,double_center,ifdkm,1,42,100000000.0,58.2222,80.4665,51.4088,7.1168
coil-100,double_center,ifdkm,2,43,100000000.0,57.9861,80.8423,51.3875,7.6970
coil-100,double_center,ifdkm,3,44,100000000.0,55.8750,79.8532,48.7993,8.1226
coil-100,double_center,ifdkm,4,45,100000000.0,54.0972,79.4755,48.0125,8.4377
coil-100,double_center,ifdkm,5,46,100000000.0,59.7778,81.7888,53.7420,6.2338
coil-100,double_center,ifdfd,1,42,100000000.0,59.5972,81.6171,53.1781,13.0541
coil-100,double_center,ifdfd,2,43,100000000.0,58.5278,81.6201,52.6370,13.8840
coil-100,double_center,ifdfd,3,44,100000000.0,57.2361,81.1538,50.3288,15.6283
coil-100,double_center,ifdfd,4,45,100000000.0,55.3056,80.1832,49.2996,15.5580
coil-100,double_center,ifdfd,5,46,100000000.0,60.0278,82.7306,55.4284,14.8201
coil-100,False,kmeans,1,42,,61.5417,83.0532,55.9918,1.9702
coil-100,False,kmeans,2,43,,64.3750,83.9551,58.7288,1.5547
coil-100,False,kmeans,3,44,,61.7917,83.1579,56.0060,0.8561
coil-100,False,kmeans,4,45,,60.7639,83.3780,55.9182,1.3367
coil-100,False,kmeans,5,46,,60.8889,82.7212,55.5846,1.3086
coil-100,False,diskmeans,1,42,100000000.0,54.3333,80.3342,48.9386,7.5201
coil-100,False,diskmeans,2,43,100000000.0,58.9167,80.6255,52.4564,5.2777
coil-100,False,diskmeans,3,44,100000000.0,55.3611,80.5597,50.1780,6.9580
coil-100,False,diskmeans,4,45,100000000.0,55.6389,80.4348,49.6580,5.0536
coil-100,False,diskmeans,5,46,100000000.0,55.0556,80.4449,50.3187,4.2059
coil-100,False,fdkm,1,42,100000000.0,60.7361,82.7793,56.0968,7.2261
coil-100,False,fdkm,2,43,100000000.0,60.3611,82.9495,54.8007,5.8388
coil-100,False,fdkm,3,44,100000000.0,60.3889,82.6509,56.0633,7.8218
coil-100,False,fdkm,4,45,100000000.0,59.0972,82.5976,54.2329,7.3672
coil-100,False,fdkm,5,46,100000000.0,58.8889,82.5297,54.3337,8.8772
coil-100,False,ifdkm,1,42,100000000.0,57.5417,80.7079,50.7327,11.7563
coil-100,False,ifdkm,2,43,100000000.0,57.7778,80.6294,51.1301,6.4817
coil-100,False,ifdkm,3,44,100000000.0,53.2222,79.3080,45.4995,7.5148
coil-100,False,ifdkm,4,45,100000000.0,55.3611,80.0920,49.9150,8.1436
coil-100,False,ifdkm,5,46,100000000.0,53.7361,79.8495,48.8108,7.5281
coil-100,False,ifdfd,1,42,100000000.0,58.4861,81.4441,52.2126,19.7806
coil-100,False,ifdfd,2,43,100000000.0,58.2222,81.4329,51.2429,11.9076
coil-100,False,ifdfd,3,44,100000000.0,54.9722,80.2973,47.6042,15.7393
coil-100,False,ifdfd,4,45,100000000.0,54.9722,80.3851,50.1553,16.0868
coil-100,False,ifdfd,5,46,100000000.0,55.0833,80.6339,50.5178,14.5559
